,Player 0,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10,Player 11,Player 12,Player 13,Player 14,Player 15,Player 16,Player 17,Player 18,Player 19,Player 20,Player 21,Player 22,Player 23,Player 24,Player 25,Player 26,Player 27,Player 28,Player 29
0,-929.4740600585938,-174.2742919921875,354.1840867996216,314.2589111328125,-25.722716093063354,-67.67411828041077,1251.9626473784447,1645.3100709319115,261.2855567932129,1174.47412109375,-261.19987761974335,316.28231048583984,353.9469299316406,1392.8759880065918,-59.548091888427734,-868.9097137451172,1936.5826377868652,-527.074462890625,-129.23916625976562,1415.3731385469437,-180.54981184005737,-117.10901832580566,1564.0220928192139,636.4686889648438,-766.386474609375,-63.00267696380615,-29.55495798587799,-861.3075551986694,1144.8467943668365,370.07819390296936
1,327.88693141937256,-118.95456427335739,827.854006588459,-4.607388496398926,1039.7350158691406,-73.98912417888641,692.9822978973389,1028.8929319381714,88.40542459487915,67.65560913085938,377.5808103084564,-425.630277633667,738.2543334960938,299.040771484375,-32.61674451828003,2601.585937410593,534.0057750940323,432.12498438358307,1060.5742206573486,-1054.9066162109375,907.3518676757812,-1148.928955078125,-1005.6342315673828,-474.77273178100586,-1972.0296621322632,502.20708417892456,22.809675335884094,-378.49542236328125,615.4236681461334,279.8982524871826
2,241.6296091079712,466.6373521089554,751.2021561861038,-75.82062813639641,-601.9160223007202,748.4160182476044,-1049.3668212890625,319.6642723083496,71.43645477294922,-460.70770263671875,173.02474403381348,82.76507580280304,-617.9519058465958,-385.636932015419,409.58419036865234,-116.69044494628906,558.5384769439697,341.088623046875,-507.4068908691406,-626.5222663879395,-2.259429931640625,-592.9383544921875,-120.08525085449219,118.82011413574219,131.63226413726807,3442.955564022064,315.14700412750244,-637.1171255111694,2105.1035462617874,1087.1495343446732
3,609.0359497070312,-545.9652786254883,1198.6242561340332,498.979679107666,-1561.6433010101318,489.23120498657227,113.24313354492188,570.1118278503418,273.86693954467773,935.5319213867188,-163.75067126750946,139.86742401123047,68.95776373147964,-89.42077255249023,-305.13132071495056,-199.6668553352356,-706.842477440834,105.31993114948273,-945.9742727279663,-914.2534331083298,107.33557510375977,-953.6596078872681,-1124.0366325378418,-675.9788820743561,1574.7718505859375,645.9838588237762,780.8936614990234,-698.9787588119507,1367.3768141269684,216.78335571289062
4,1927.0744667053223,832.0758315324783,16.278866410255432,-693.9721078872681,1164.3075256347656,126.8956298828125,-632.2101440429688,-214.13314843177795,67.15664291381836,-958.8249502182007,-225.82770335674286,90.27504348754883,1191.525146484375,995.2072143554688,347.29480361938477,-105.02639770507812,-436.37943255901337,-665.0175093412399,953.787841796875,1997.0042884349823,421.2200343608856,1815.2937030792236,775.4095554351807,326.41607666015625,591.215087890625,-761.793701171875,402.92597210407257,-363.04815673828125,615.4224872589111,-95.84502029418945
5,941.3003540039062,200.48748791217804,-259.7773131132126,805.8410057425499,-251.91913622617722,110.15405225753784,2991.13232421875,838.1336359977722,20.506149291992188,-378.097599029541,1770.5492219924927,501.0539436340332,1595.8143310546875,1506.9753189086914,324.3743209838867,2434.12157702446,-991.0084954500198,-111.43717312812805,2735.547348022461,1518.6218128204346,859.9281616210938,-1014.6842060089111,-518.9749813079834,669.8115825653076,-226.00566059350967,554.4699058532715,-156.40618258714676,222.97821426391602,-423.95361328125,958.6480178833008
6,603.7258913516998,2279.927734375,277.21728897094727,-1169.1705322265625,-392.9577157497406,580.8735408186913,1201.652099609375,1278.0285415649414,1412.875732421875,280.4954528808594,2444.6105881929398,826.2518367767334,-943.1056528091431,248.78746032714844,1012.869327545166,-1316.5191650390625,-648.3929594755173,183.07839405536652,452.5231647491455,-334.4710693359375,-330.0631722211838,-370.3737783432007,-579.9651641845703,676.2186852693558,-687.8257446289062,2094.6064453125,650.599666595459,-1486.4268798828125,14.755088686943054,625.8016356229782
7,666.2131969332695,332.5452766418457,-198.71081429719925,1255.6616217345,-2.082103192806244,-131.85226614773273,1538.876220703125,151.59429931640625,921.84423828125,-423.0651550292969,1828.4598531723022,58.43207371234894,-239.1942319869995,519.6439254283905,746.6391494870186,-385.02056980133057,-1431.2351088523865,-236.9062900543213,2517.67626953125,1242.918113708496,953.6815185546875,-581.4098510742188,245.89751821756363,-257.4785783290863,-1847.763916015625,-1044.8121376037598,-378.7952289581299,-429.53704833984375,752.9028016328812,-83.14482688903809
8,482.5957336425781,293.9313123226166,-41.68013644218445,41.5186870098114,1326.0209946632385,769.6012599468231,-1271.6963195800781,-279.68266677856445,888.367919921875,461.8626937866211,2554.322479248047,716.6415405273438,-448.3900146484375,-19.827972412109375,-23.615251541137695,-92.09301900863647,342.0771207809448,-49.0908145904541,-116.15219569206238,565.1245592832565,262.65805172920227,-1187.5955810546875,990.659538269043,-251.5476951599121,182.92518615722656,762.0444641113281,-330.67782974243164,786.9605712890625,-324.7412528991699,435.44976806640625
9,206.69741821289062,-379.98183250427246,-255.6927032470703,-155.83830165863037,-105.5110319852829,-122.58946406841278,419.740234375,382.0740966796875,-3.5887179374694824,610.9980456829071,-339.4333839416504,608.4003255367279,1015.7937622070312,-104.84728991985321,195.72791302204132,-690.4395751953125,-222.40672302246094,419.06158447265625,841.6815795898438,1606.7791748046875,195.61975860595703,-797.2115478515625,-628.4556885957718,-0.5382304191589355,-1712.7070302963257,-353.24539172649384,-763.445068359375,-735.7723989486694,862.3707466125488,-76.2172622680664
10,-217.16140747070312,-60.344905853271484,190.20015335083008,-127.89817023277283,675.6983032226562,587.6664542853832,-1040.33935546875,618.9749097824097,-515.6123046875,-732.6572875976562,-440.3718478679657,-241.2126121520996,-743.9312744140625,-444.87440490722656,547.241147518158,-980.0517568588257,-19.21994197368622,496.34577190876007,-983.4030160903931,1017.146800994873,405.3755416870117,-1482.8934326171875,-1318.633057653904,735.729268014431,-601.3268446922302,2871.4441056251526,777.0106248855591,730.5313720703125,769.7789039611816,500.2449645996094
