,Team 0,Team 1,Team 2,Team 3,Team 4,Team 5,Team 6,Team 7,Team 8,Team 9
0,-272.36932,-103.20642,-49.427116,-242.64937,-218.54465,-43.958332,-162.10294,-321.36816,-354.66693,-80.50225
1,-95.79397,-341.6673,-66.37325,-368.64236,-224.44789,-380.15146,-234.3211,-223.63036,-195.2775,-236.8576
