,Team 0,Team 1,Team 2,Team 3,Team 4,Team 5,Team 6,Team 7,Team 8,Team 9
0,1016.53515625,347.2745056152344,1028.902099609375,2360.01904296875,227.96548461914062,-242.41311645507812,333.7198486328125,2165.187255859375,-643.3640747070312,400.7356872558594
1,2991.539306640625,949.7296752929688,605.55029296875,2067.25341796875,995.0341796875,1437.2801513671875,391.1694641113281,582.197509765625,-198.91131591796875,1852.012451171875
2,1745.166015625,1357.19970703125,1506.596923828125,2119.65673828125,4035.1259765625,190.20130920410156,1884.126708984375,491.9966735839844,471.090576171875,606.747802734375
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
